id_selected,imp,skill_id,rank
512,80.0,42,1.0
513,44.0,27,3.0
513,44.0,66,5.0
513,44.0,25,2.0
513,44.0,51,4.0
513,53.0,1,1.0
514,56.0,33,5.0
514,61.0,17,4.0
514,63.0,25,3.0
514,66.0,20,2.0
514,70.0,67,1.0
515,69.0,67,5.0
515,75.0,25,3.0
515,75.0,24,4.0
515,78.0,11,2.0
515,85.0,52,1.0
516,70.0,55,5.0
516,70.0,44,4.0
516,72.0,67,3.0
516,73.0,60,2.0
516,73.0,36,1.0
517,57.0,55,5.0
517,57.0,61,4.0
517,59.0,40,3.0
517,61.0,13,2.0
517,90.0,29,1.0
518,58.0,17,5.0
518,59.0,55,4.0
518,63.0,67,3.0
518,66.0,56,2.0
518,90.0,29,1.0
519,53.0,25,5.0
519,56.0,51,4.0
519,64.0,42,3.0
519,69.0,53,2.0
519,72.0,50,1.0
520,66.0,25,4.0
520,66.0,55,5.0
520,73.0,17,2.0
520,73.0,48,1.0
520,73.0,20,3.0
521,61.66666667,51,5.0
521,64.66666667,54,4.0
521,66.33333333,20,3.0
521,67.66666667,55,2.0
521,72.33333333,42,1.0
522,58.0,61,5.0
522,59.0,13,4.0
522,60.0,53,3.0
522,61.0,42,2.0
522,65.0,12,1.0
523,51.5,1,5.0
523,51.75,61,4.0
523,54.0,42,3.0
523,54.5,53,2.0
523,67.0,12,1.0
524,67.5,55,5.0
524,71.0,13,4.0
524,72.0,25,2.0
524,72.0,51,3.0
524,75.0,24,1.0
525,61.0,12,5.0
525,63.0,1,4.0
525,66.0,42,3.0
525,72.0,17,2.0
525,72.0,53,1.0
526,73.0,48,5.0
526,75.0,32,4.0
526,75.0,54,3.0
526,78.0,57,2.0
526,81.0,62,1.0
527,53.0,1,4.0
527,53.0,16,5.0
527,63.0,25,3.0
527,73.0,13,2.0
527,78.0,67,1.0
528,63.0,51,5.0
528,66.0,54,4.0
528,69.0,62,3.0
528,72.0,32,2.0
528,82.0,67,1.0
529,60.0,25,5.0
529,63.0,6,4.0
529,75.0,55,2.0
529,75.0,16,3.0
529,78.0,67,1.0
530,56.0,54,5.0
530,63.0,51,4.0
530,68.0,29,3.0
530,71.0,67,2.0
530,73.0,42,1.0
531,53.0,25,5.0
531,57.0,55,4.0
531,63.0,1,3.0
531,65.0,12,2.0
531,66.0,53,1.0
532,71.0,40,5.0
532,72.0,50,4.0
532,75.0,53,3.0
532,82.0,42,2.0
532,90.0,12,1.0
533,50.0,25,5.0
533,54.0,48,4.0
533,60.0,24,3.0
533,69.0,55,2.0
533,80.0,11,1.0
534,50.0,1,5.0
534,50.0,27,3.0
534,50.0,51,4.0
534,60.0,54,2.0
534,69.0,53,1.0
535,60.0,54,5.0
535,63.0,12,4.0
535,69.0,13,3.0
535,72.0,53,2.0
535,73.0,42,1.0
536,67.0,55,5.0
536,72.0,17,4.0
536,72.0,53,2.0
536,72.0,50,3.0
536,86.0,20,1.0
537,60.0,25,5.0
537,61.0,42,4.0
537,63.0,51,3.0
537,66.0,48,2.0
537,68.0,12,1.0
538,50.0,56,5.0
538,56.0,33,4.0
538,62.0,55,3.0
538,64.0,59,2.0
538,67.0,67,1.0
539,53.0,25,5.0
539,56.0,13,4.0
539,69.0,53,2.0
539,69.0,50,3.0
539,73.0,12,1.0
540,61.5,55,5.0
540,61.5,21,4.0
540,64.0,48,3.0
540,66.0,51,1.0
540,66.0,24,2.0
541,55.0,12,5.0
541,57.0,67,4.0
541,60.0,32,3.0
541,61.0,55,2.0
541,62.0,42,1.0
542,58.0,21,5.0
542,60.0,50,4.0
542,66.0,61,3.0
542,69.0,42,2.0
542,72.0,13,1.0
543,60.0,50,5.0
543,62.0,55,4.0
543,63.0,13,2.0
543,63.0,53,3.0
543,76.0,12,1.0
544,65.0,13,5.0
544,69.0,55,4.0
544,72.0,25,2.0
544,72.0,24,3.0
544,89.0,67,1.0
545,72.0,24,5.0
545,75.0,16,4.0
545,78.0,25,3.0
545,80.0,55,2.0
545,85.0,67,1.0
546,55.0,17,5.0
546,61.0,55,4.0
546,63.0,53,3.0
546,69.0,50,2.0
546,77.0,42,1.0
547,75.0,24,5.0
547,77.0,55,4.0
547,78.0,25,3.0
547,89.0,49,2.0
547,90.0,67,1.0
548,61.0,61,5.0
548,63.0,53,4.0
548,67.0,12,3.0
548,71.0,29,2.0
548,80.0,13,1.0
549,47.0,1,5.0
549,47.0,51,4.0
549,50.0,61,3.0
549,52.0,49,2.0
549,75.0,12,1.0
550,50.0,56,5.0
550,53.0,25,3.0
550,53.0,51,4.0
550,56.0,50,2.0
550,59.0,29,1.0
551,58.0,42,5.0
551,60.0,55,4.0
551,61.0,44,3.0
551,63.0,13,2.0
551,79.0,12,1.0
552,69.0,25,3.0
552,69.0,16,5.0
552,69.0,14,4.0
552,73.0,49,2.0
552,82.0,67,1.0
553,64.0,49,5.0
553,71.0,55,4.0
553,75.0,17,3.0
553,82.0,67,1.0
553,82.0,59,2.0
554,73.0,55,5.0
554,74.0,20,4.0
554,77.0,42,3.0
554,77.0,13,2.0
554,90.0,29,1.0
555,63.0,27,5.0
555,66.0,51,4.0
555,69.0,50,3.0
555,71.0,12,2.0
555,72.0,53,1.0
556,55.0,55,5.0
556,56.0,51,2.0
556,56.0,12,4.0
556,56.0,53,3.0
556,60.0,1,1.0
557,69.0,51,4.0
557,69.0,50,5.0
557,71.0,13,3.0
557,75.0,53,2.0
557,76.0,42,1.0
558,53.0,25,5.0
558,60.0,1,4.0
558,74.0,55,3.0
558,75.0,53,1.0
558,75.0,50,2.0
559,63.0,55,5.0
559,66.0,57,3.0
559,66.0,62,4.0
559,69.0,32,2.0
559,85.0,42,1.0
560,66.0,1,3.0
560,66.0,17,5.0
560,66.0,50,4.0
560,68.0,20,2.0
560,75.0,53,1.0
561,50.0,1,5.0
561,51.0,13,4.0
561,53.0,42,3.0
561,60.0,53,2.0
561,61.0,12,1.0
562,60.0,53,5.0
562,61.0,21,4.0
562,66.0,50,3.0
562,70.0,13,2.0
562,74.0,61,1.0
563,67.0,55,5.0
563,69.0,42,4.0
563,73.0,21,3.0
563,84.0,48,2.0
563,89.0,65,1.0
564,53.0,25,4.0
564,53.0,49,5.0
564,59.0,12,3.0
564,72.0,59,2.0
564,78.0,67,1.0
565,60.0,1,5.0
565,64.0,42,4.0
565,67.0,12,3.0
565,69.0,53,1.0
565,69.0,50,2.0
566,53.0,50,5.0
566,58.0,42,4.0
566,65.0,17,3.0
566,79.0,20,2.0
566,80.0,67,1.0
567,75.0,25,4.0
567,75.0,24,5.0
567,76.0,55,3.0
567,76.0,26,2.0
567,86.0,67,1.0
568,56.0,21,5.0
568,62.0,42,4.0
568,65.0,37,3.0
568,66.0,13,2.0
568,79.0,12,1.0
569,54.0,67,5.0
569,56.0,53,4.0
569,64.0,55,3.0
569,70.0,17,2.0
569,72.0,50,1.0
570,72.0,24,5.0
570,73.5,25,4.0
570,74.0,55,3.0
570,76.0,13,2.0
570,91.0,26,1.0
571,53.0,1,4.0
571,53.0,50,5.0
571,68.0,42,3.0
571,68.0,13,2.0
571,69.0,53,1.0
572,50.0,1,4.0
572,50.0,51,3.0
572,50.0,24,5.0
572,59.0,55,2.0
572,71.0,67,1.0
573,66.0,43,4.0
573,66.0,16,5.0
573,69.0,33,3.0
573,72.0,25,2.0
573,79.0,67,1.0
574,60.0,40,5.0
574,64.0,13,4.0
574,65.0,17,3.0
574,75.0,59,2.0
574,76.0,12,1.0
575,72.0,55,4.0
575,72.0,24,5.0
575,73.0,13,3.0
575,75.0,25,2.0
575,76.0,26,1.0
576,57.0,67,5.0
576,61.0,61,4.0
576,64.0,13,3.0
576,65.0,40,2.0
576,79.0,29,1.0
577,66.0,25,5.0
577,72.0,32,4.0
577,76.0,49,3.0
577,81.0,67,2.0
577,99.0,42,1.0
578,60.0,57,5.0
578,62.0,67,4.0
578,63.0,42,2.0
578,63.0,32,3.0
578,75.0,48,1.0
579,46.5,42,5.0
579,47.0,51,3.0
579,47.0,54,4.0
579,48.5,1,2.0
579,58.0,12,1.0
580,56.0,25,4.0
580,56.0,16,5.0
580,62.0,55,3.0
580,70.0,67,1.0
580,70.0,20,2.0
581,53.0,51,5.0
581,56.0,24,4.0
581,66.0,55,3.0
581,72.0,25,1.0
581,72.0,16,2.0
582,53.0,56,5.0
582,60.0,25,3.0
582,60.0,59,4.0
582,61.0,12,2.0
582,65.0,67,1.0
583,53.0,1,5.0
583,54.0,29,4.0
583,56.0,42,3.0
583,66.0,53,2.0
583,78.0,50,1.0
584,47.0,25,5.0
584,50.0,16,4.0
584,50.0,56,3.0
584,53.0,55,2.0
584,53.0,29,1.0
585,67.0,17,5.0
585,69.0,43,3.0
585,69.0,16,4.0
585,80.0,55,2.0
585,84.0,67,1.0
586,51.0,40,5.0
586,53.0,25,3.0
586,53.0,53,4.0
586,60.0,50,2.0
586,79.0,12,1.0
587,69.0,43,5.0
587,70.0,67,4.0
587,72.0,14,3.0
587,75.0,16,2.0
587,75.0,49,1.0
588,60.0,18,4.0
588,60.0,1,5.0
588,60.0,37,3.0
588,72.0,40,2.0
588,76.0,67,1.0
589,66.0,51,5.0
589,69.0,1,3.0
589,69.0,25,2.0
589,69.0,24,4.0
589,78.0,54,1.0
590,69.0,25,5.0
590,75.0,24,4.0
590,78.0,11,3.0
590,88.0,31,2.0
590,91.0,55,1.0
591,50.0,33,3.0
591,50.0,43,4.0
591,50.0,25,2.0
591,50.0,16,5.0
591,59.0,67,1.0
592,56.0,7,5.0
592,57.0,11,4.0
592,60.0,16,3.0
592,60.0,24,2.0
592,63.0,51,1.0
593,56.0,57,5.0
593,58.0,55,4.0
593,60.0,62,3.0
593,60.0,54,2.0
593,66.0,53,1.0
594,66.0,43,5.0
594,66.0,11,4.0
594,75.0,25,2.0
594,75.0,16,3.0
594,78.0,67,1.0
595,72.0,25,5.0
595,75.0,24,4.0
595,75.0,53,2.0
595,75.0,50,3.0
595,77.0,45,1.0
596,69.0,55,5.0
596,69.0,48,4.0
596,78.0,31,3.0
596,82.0,17,2.0
596,85.0,1,1.0
597,63.0,33,5.0
597,69.0,48,4.0
597,74.0,55,3.0
597,82.0,11,2.0
597,85.0,67,1.0
598,56.0,1,5.0
598,60.0,53,4.0
598,62.0,42,3.0
598,66.0,29,2.0
598,75.0,50,1.0
599,56.0,42,5.0
599,56.0,51,4.0
599,60.0,12,3.0
599,60.0,53,2.0
599,63.0,40,1.0
600,56.0,1,5.0
600,61.0,55,4.0
600,64.0,67,2.0
600,64.0,49,3.0
600,71.0,40,1.0
601,53.0,1,5.0
601,56.0,25,4.0
601,60.0,53,3.0
601,62.0,42,2.0
601,64.0,12,1.0
602,50.0,25,5.0
602,53.0,1,3.0
602,53.0,66,2.0
602,53.0,53,4.0
602,56.0,24,1.0
603,60.0,55,5.0
603,67.0,42,4.0
603,69.0,53,3.0
603,72.0,50,2.0
603,76.0,12,1.0
604,48.0,42,5.0
604,50.0,44,4.0
604,53.0,50,3.0
604,56.0,67,2.0
604,60.0,55,1.0
605,53.0,1,5.0
605,62.0,12,4.0
605,63.0,54,3.0
605,75.0,53,1.0
605,75.0,50,2.0
606,56.0,16,5.0
606,59.0,13,4.0
606,60.0,25,2.0
606,60.0,55,3.0
606,74.0,67,1.0
607,50.33333333,61,4.0
607,50.33333333,54,5.0
607,52.0,51,3.0
607,60.66666667,12,2.0
607,63.66666667,67,1.0
608,75.0,25,4.0
608,75.0,16,5.0
608,80.0,55,3.0
608,85.0,67,1.0
608,85.0,20,2.0
609,66.0,25,4.0
609,66.0,16,5.0
609,73.0,55,3.0
609,78.0,67,2.0
609,80.0,11,1.0
610,66.0,25,4.0
610,66.0,24,5.0
610,69.0,55,3.0
610,76.0,67,2.0
610,88.0,11,1.0
611,75.0,25,3.0
611,75.0,16,5.0
611,75.0,24,4.0
611,78.0,40,2.0
611,86.0,52,1.0
612,63.0,43,5.0
612,67.0,55,4.0
612,72.0,25,3.0
612,75.0,16,2.0
612,76.0,67,1.0
613,56.0,43,5.0
613,56.0,55,4.0
613,60.0,33,3.0
613,66.0,25,2.0
613,80.0,67,1.0
614,47.0,42,5.0
614,49.0,12,4.0
614,50.0,25,3.0
614,53.0,53,2.0
614,56.0,50,1.0
615,72.0,67,5.0
615,72.0,25,4.0
615,75.0,7,3.0
615,78.0,55,2.0
615,90.0,11,1.0
616,63.0,51,5.0
616,64.5,55,4.0
616,67.0,13,3.0
616,72.0,64,2.0
616,79.0,48,1.0
617,60.0,1,5.0
617,60.0,25,4.0
617,69.0,21,3.0
617,70.0,12,2.0
617,83.0,61,1.0
618,50.0,25,5.0
618,56.0,1,4.0
618,60.0,54,3.0
618,63.0,50,2.0
618,72.0,53,1.0
619,66.0,51,5.0
619,69.0,25,4.0
619,75.0,53,3.0
619,78.0,50,2.0
619,87.0,20,1.0
620,63.0,43,4.0
620,63.0,25,3.0
620,63.0,16,5.0
620,72.0,13,2.0
620,78.0,67,1.0
621,51.0,55,5.0
621,51.0,37,4.0
621,53.0,40,3.0
621,58.0,12,2.0
621,77.0,67,1.0
622,50.0,25,5.0
622,51.0,12,4.0
622,53.0,1,3.0
622,53.0,56,2.0
622,68.0,59,1.0
623,56.0,33,5.0
623,56.0,17,4.0
623,60.0,43,3.0
623,60.0,55,2.0
623,81.0,67,1.0
624,58.0,24,5.0
624,59.5,16,4.0
624,62.5,25,3.0
624,68.5,67,2.0
624,69.5,11,1.0
625,53.0,25,5.0
625,56.0,51,4.0
625,57.0,55,3.0
625,60.0,1,2.0
625,74.0,17,1.0
626,53.0,1,5.0
626,56.0,54,4.0
626,57.0,42,3.0
626,63.0,50,2.0
626,66.0,53,1.0
627,50.0,25,5.0
627,53.0,1,3.0
627,53.0,56,2.0
627,53.0,54,4.0
627,72.0,12,1.0
628,50.0,25,5.0
628,56.0,53,4.0
628,62.0,37,3.0
628,65.0,42,2.0
628,71.0,12,1.0
629,52.0,48,5.0
629,55.0,42,4.0
629,56.0,53,2.0
629,56.0,54,3.0
629,57.0,12,1.0
630,61.0,52,5.0
630,62.0,13,4.0
630,62.0,59,3.0
630,63.0,16,2.0
630,63.0,63,1.0
631,53.0,25,4.0
631,53.0,44,5.0
631,56.0,12,3.0
631,56.0,50,2.0
631,66.0,53,1.0
632,66.0,55,5.0
632,73.0,67,4.0
632,79.0,60,3.0
632,80.0,61,2.0
632,87.0,12,1.0
633,60.0,1,5.0
633,72.0,42,3.0
633,72.0,50,4.0
633,74.0,12,2.0
633,75.0,53,1.0
634,53.0,55,4.0
634,53.0,57,5.0
634,55.0,12,3.0
634,56.0,53,1.0
634,56.0,54,2.0
635,59.0,40,5.0
635,62.0,55,4.0
635,63.0,12,3.0
635,64.0,67,2.0
635,64.0,36,1.0
636,53.0,67,5.0
636,56.0,25,3.0
636,56.0,51,4.0
636,58.0,13,2.0
636,70.0,12,1.0
637,53.0,67,5.0
637,56.0,50,4.0
637,59.0,42,3.0
637,59.0,13,2.0
637,72.0,12,1.0
638,56.0,33,5.0
638,56.0,55,4.0
638,60.0,25,3.0
638,70.0,13,2.0
638,77.0,67,1.0
639,53.0,25,5.0
639,56.0,67,4.0
639,58.0,42,3.0
639,60.0,53,1.0
639,60.0,50,2.0
640,58.0,12,5.0
640,59.0,13,4.0
640,63.0,61,3.0
640,66.0,55,2.0
640,75.0,48,1.0
641,60.0,33,5.0
641,61.0,49,4.0
641,61.0,48,3.0
641,66.0,25,2.0
641,79.0,67,1.0
642,62.0,67,5.0
642,63.0,48,4.0
642,67.0,55,3.0
642,69.0,24,2.0
642,74.0,11,1.0
643,75.0,16,5.0
643,75.0,31,4.0
643,78.0,55,3.0
643,82.0,67,2.0
643,87.0,49,1.0
644,69.0,33,5.0
644,75.0,25,3.0
644,75.0,16,4.0
644,81.0,55,2.0
644,90.0,67,1.0
645,62.0,11,5.0
645,63.0,55,3.0
645,63.0,13,4.0
645,64.5,24,2.0
645,67.5,44,1.0
646,68.0,13,5.0
646,69.0,25,3.0
646,69.0,24,4.0
646,73.0,55,2.0
646,78.0,11,1.0
647,66.0,24,5.0
647,66.5,55,4.0
647,72.0,16,3.0
647,77.0,67,2.0
647,78.0,25,1.0
648,53.0,55,5.0
648,56.0,33,4.0
648,60.0,16,3.0
648,63.0,25,2.0
648,80.0,67,1.0
649,41.0,51,5.0
649,44.0,16,4.0
649,47.0,25,2.0
649,47.0,46,3.0
649,50.0,43,1.0
650,54.0,55,5.0
650,56.0,13,4.0
650,60.0,25,2.0
650,60.0,12,3.0
650,63.0,54,1.0
651,59.0,26,5.0
651,60.0,30,4.0
651,71.0,13,3.0
651,72.0,11,2.0
651,80.0,67,1.0
652,72.0,7,5.0
652,73.0,48,4.0
652,76.0,31,3.0
652,84.0,55,2.0
652,94.0,11,1.0
653,71.0,48,5.0
653,75.0,25,4.0
653,77.0,17,3.0
653,78.0,16,2.0
653,80.0,67,1.0
654,60.0,33,5.0
654,63.0,25,3.0
654,63.0,16,4.0
654,64.0,20,2.0
654,73.0,67,1.0
655,72.0,25,4.0
655,72.0,51,5.0
655,73.5,24,3.0
655,80.0,67,2.0
655,80.5,55,1.0
656,72.0,33,5.0
656,72.0,24,4.0
656,75.0,25,2.0
656,75.0,16,3.0
656,76.0,67,1.0
657,63.0,25,5.0
657,66.0,55,4.0
657,66.0,3,3.0
657,75.0,51,1.0
657,75.0,26,2.0
658,56.0,1,5.0
658,58.0,13,4.0
658,62.0,42,3.0
658,64.0,12,2.0
658,69.0,53,1.0
659,54.0,55,5.0
659,56.0,25,3.0
659,56.0,12,4.0
659,57.0,11,2.0
659,60.0,16,1.0
660,72.0,40,5.0
660,75.0,16,4.0
660,75.0,24,3.0
660,77.0,67,2.0
660,78.0,11,1.0
661,55.0,37,5.0
661,56.0,17,4.0
661,56.0,53,3.0
661,63.0,42,2.0
661,69.0,12,1.0
662,53.0,1,3.0
662,53.0,24,5.0
662,53.0,53,4.0
662,61.0,67,2.0
662,79.0,12,1.0
663,61.0,48,5.0
663,63.0,25,4.0
663,68.0,55,3.0
663,71.0,13,2.0
663,91.0,67,1.0
664,53.0,3,5.0
664,56.0,66,4.0
664,57.0,37,3.0
664,63.0,51,1.0
664,63.0,16,2.0
665,63.0,25,5.0
665,69.0,16,3.0
665,69.0,7,4.0
665,70.0,55,2.0
665,81.0,67,1.0
666,72.0,55,5.0
666,73.0,26,4.0
666,75.0,25,2.0
666,75.0,16,3.0
666,91.0,67,1.0
667,72.0,16,5.0
667,72.0,24,4.0
667,73.0,11,3.0
667,75.0,25,2.0
667,83.0,67,1.0
668,69.0,24,5.0
668,71.0,67,4.0
668,72.0,25,2.0
668,72.0,16,3.0
668,77.0,55,1.0
669,64.5,16,5.0
669,67.5,25,4.0
669,73.0,11,3.0
669,78.5,55,2.0
669,86.5,67,1.0
670,51.0,13,5.0
670,56.0,62,4.0
670,56.0,54,3.0
670,60.0,32,2.0
670,65.0,42,1.0
671,66.0,1,5.0
671,68.0,55,4.0
671,69.0,24,3.0
671,82.0,67,2.0
671,84.0,11,1.0
672,58.0,48,5.0
672,59.0,11,4.0
672,60.0,24,3.0
672,71.0,55,2.0
672,78.0,67,1.0
673,71.0,49,5.0
673,72.0,11,4.0
673,75.0,25,2.0
673,75.0,16,3.0
673,89.0,67,1.0
674,60.0,25,4.0
674,60.0,54,5.0
674,63.0,53,3.0
674,68.0,48,2.0
674,73.0,67,1.0
675,64.0,26,5.0
675,66.0,13,4.0
675,68.0,67,3.0
675,72.0,25,1.0
675,72.0,24,2.0
676,66.0,25,5.0
676,68.0,55,4.0
676,72.0,16,3.0
676,77.0,67,2.0
676,84.0,20,1.0
677,50.0,25,5.0
677,58.0,21,4.0
677,66.0,32,3.0
677,69.0,67,2.0
677,82.0,42,1.0
678,72.0,66,4.0
678,72.0,25,3.0
678,72.0,24,5.0
678,76.0,55,2.0
678,79.0,60,1.0
679,79.0,25,5.0
679,83.0,24,4.0
679,88.0,51,3.0
679,92.0,30,2.0
679,100.0,13,1.0
680,51.0,13,5.0
680,52.0,49,4.0
680,52.0,12,3.0
680,60.0,61,2.0
680,75.0,67,1.0
681,64.0,55,5.0
681,75.0,25,4.0
681,78.0,14,3.0
681,80.0,49,2.0
681,81.0,16,1.0
